Eye_Status,left_eye,right_eye,Yawn_Status,Head_Pose,Class
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,Yawn,Down_Look,Non Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Forward Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Left Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Right Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,right_look,No Yawn,Down_Look,Focus
Fully Opened,right_look,left_look,Yawn,Forward Look,Non Focus
Fully Opened,right_look,left_look,Yawn,Forward Look,Non Focus
Fully Opened,right_look,left_look,Yawn,Forward Look,Non Focus
Fully Opened,right_look,left_look,Yawn,Forward Look,Non Focus
Fully Opened,right_look,left_look,Yawn,Forward Look,Non Focus
Fully Opened,right_look,left_look,Yawn,Forward Look,Non Focus
Fully Opened,right_look,left_look,Yawn,Forward Look,Non Focus
Fully Opened,right_look,left_look,Yawn,Forward Look,Non Focus
Fully Opened,right_look,left_look,Yawn,Forward Look,Non Focus
Fully Opened,right_look,left_look,Yawn,Forward Look,Non Focus
Fully Opened,right_look,left_look,Yawn,Forward Look,Non Focus
Fully Opened,right_look,left_look,Yawn,Forward Look,Non Focus
Fully Opened,right_look,left_look,Yawn,Forward Look,Non Focus
Fully Opened,right_look,left_look,Yawn,Forward Look,Non Focus
